265,2,4
226,2,8
134,2,4
138,2,4
393,2,8
686,2,17
178,2,4
368,2,4
311,2,4
452,2,9
356,2,8
431,2,7
166,2,4
193,2,6
140,2,4
134,2,4
285,2,4
216,2,7
244,2,5
153,2,4
263,2,5
604,2,8
160,2,4
195,2,6
393,2,8
200,2,4
240,2,6
479,2,8
175,2,4
247,2,5
281,2,7
304,2,5
140,2,4
203,2,5
373,2,8
337,2,7
215,2,4
219,2,6
270,2,5
293,2,4
273,2,4
397,2,7
261,2,6
146,2,4
168,2,4
233,2,7
358,2,6
384,2,6
628,2,12
225,2,5
357,2,4
396,2,8
199,2,4
426,2,6
705,2,9
425,2,6
589,2,12
251,2,4
519,2,10
503,2,5
313,2,4
358,2,4
391,2,5
732,2,9
678,2,10
517,2,5
152,2,5
449,2,6
968,2,9
160,2,5
350,2,5
346,2,5
260,2,4
349,2,6
461,2,8
317,2,4
323,2,6
258,2,6
195,2,6
324,2,4
288,2,8
27,2,4
163,2,4
213,2,6
335,2,8
692,2,13
332,2,7
302,2,5
226,2,4
226,2,11
345,2,8
98,2,5
278,2,5
957,2,12
716,2,20
457,2,14
294,2,5
261,2,6
555,2,10
260,2,5
734,2,12
299,2,8
41,2,2
128,2,4
288,2,6
27,2,4
27,2,4
70,2,5
303,2,6
185,2,6
237,2,6
984,2,10
287,2,6
704,2,8
652,2,10
571,2,8
719,2,12
933,2,13
528,2,10
1147,2,11
706,2,10
633,2,10
553,2,8
799,2,12
715,2,14
932,2,13
766,2,10
557,2,10
93,2,4
262,2,6
578,2,6
262,2,9
262,2,6
294,2,5
316,2,5
381,2,5
432,2,4
325,2,6
234,2,4
240,2,5
301,2,5
211,2,6
135,2,5
319,2,6
328,2,6
171,2,4
550,2,7
237,2,5
144,2,4
177,2,5
293,2,6
229,2,6
134,2,4
122,2,4
368,2,6
198,2,10
252,2,6
183,2,6
147,2,4
136,2,8
177,2,5
82,2,3
152,2,5
400,2,10
289,2,10
468,2,9
151,2,4
194,2,6
276,2,6
194,2,4
683,2,8
408,2,6
490,2,8
397,2,6
185,2,4
370,2,4
443,2,6
458,2,10
500,2,5
243,2,9
299,2,5
865,2,10
282,2,6
357,2,4
312,2,4
629,2,9
819,2,7
703,2,9
511,2,7
130,2,3
605,2,6
514,2,9
286,2,4
424,2,4
522,2,8
357,2,6
311,2,7
423,2,8
711,2,9
325,2,4
370,2,8
177,2,3
208,2,4
415,2,6
420,2,12
539,2,6
357,2,4
200,2,6
267,2,4
411,2,4
731,2,12
334,2,4
732,2,9
143,2,3
387,2,5
222,2,7
409,2,5
549,2,8
287,2,6
356,2,10
174,2,4
90,2,4
204,2,4
264,2,4
122,2,3
119,2,4
235,2,4
196,2,4
224,2,4
215,2,4
157,2,5
164,2,6
511,2,8
351,2,8
395,2,9
191,2,4
265,2,4
228,2,4
256,2,4
241,2,4
102,2,4
172,2,4
125,2,4
134,2,4
195,2,5
353,2,4
269,2,4
117,2,3
148,2,4
200,2,9
231,2,4
235,2,6
137,2,6
163,2,6
90,2,4
663,2,12
